pair_id,associated_dis,country,iso3,year,disaster_type,disaster_subtype,disaster_type_final,is_drought,is_earthquake,is_warm_anom,is_cold_anom,is_extreme_temp,is_flood,is_landslide,is_tropical,is_unknown_storm,is_convective_storm,minmax_intensity,X Intensity,int_drought,int_earthquake,int_extreme_temp,int_flood,int_landslide,int_tropical,int_unknown_storm,int_conv_storm,Richter,warm_anom,cold_anom,drought_days,extreme_temp_days,prcp_sum,elevation,fault_density,slope,road_density,mm_elevation,mm_fault_density,mm_slope,mm_road_density,X Elevation,X Fault Density,X Slope,X Road Density,msl_pressure,wind_speed,multi,Hazard Group,ln10_Total_Damage,Y Damage ($ ln10),hdi,le,eys,mys,gnipc,gdi,gii,phdi,mm_phdi,multi_phdi,single_phdi,X PHDI,X PPP,Economy,Code,Region,income_group,income_group2,Income Group,is_high_upper_middle,is_low_lower_middle,Lending category,Other (EMU or HIPC),ppp,mm_ppp,multi_ppp,single_ppp,CAPE,start_year_x,start_month_x,start_day_x,start_date,ny_date,dist_to_ny,end_year,end_month,end_day,duration_days,lat,lon
p879,,Germany,DEU,2004,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,5,1.31,0,0,0,62.11,482.8361206,0.00000162,4.686254025,1930.317627,0.1,0.02,0.21,0.47,0.1,0.02,0.21,0.47,0,0,0,Single Hazard,4.215981057,4.215981057,0.914,79.1263,16.28619146,13.80025959,43999.04832,0.958,0.107,0.747,0.92,0,0.92,0.747,0.64,Germany,DEU,Europe & Central Asia,High income,High_income,High,1,0,,EMU,39776,0.64,0,0.64,532.0162361,2004,12,5,38326,37987,339,2004,12,5,1,48.09665174,8.031490692
p880,"Slide (land, mud, snow, rock)",Slovenia,SVN,2004,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,5,12.58355556,0,0,0,249.04,845.0693359,0.000036,11.03337193,868.444458,0.17,0.45,0.48,0.21,0.17,0.45,0.48,0.21,0,0,1,Multi-hazard,4.136783963,4.136783963,0.865,77.4848,16.34767914,11.83051014,30161.92994,0.991,0.129,0.676,0.79,0.79,0,0.676,0.57,Slovenia,SVN,Europe & Central Asia,High income,High_income,High,1,0,,EMU,35449,0.57,0.57,0,3356.102422,2004,7,12,38180,37987,193,2004,7,12,1,46.30851916,13.58816652
p881,Hail,Australia,AUS,2004,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.07,0.07,0,0,0,0,0,0,0.07,0,0,30.64388889,0,0,0,80.76,128.4377594,0,0.273976743,82.85425568,0.03,0,0.01,0.02,0.03,0,0.01,0.02,101654.5,9.11,1,Multi-hazard,4.835760307,4.835760307,0.908,80.7512,21.38930395,11.51241016,40599.52063,0.967,0.136,0.573,0.59,0.59,0,0.573,0.6,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,37618,0.6,0.6,0,3966.787725,2004,1,24,38010,37987,23,2004,1,31,8,-29.70884209,144.4251837
p882,,United States,USA,2004,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.09,0.09,0,0,0,0.09,0,0,0,0,0,21.92088889,0,0,0,272.94,248.5606384,0,3.234931946,1593.777954,0.05,0,0.14,0.38,0.05,0,0.14,0.38,0,0,0,Single Hazard,5.835759673,5.835759673,0.898,77.5581,15.69892359,12.82460976,53068.89741,0.985,0.258,0.613,0.67,0,0.67,0.613,0.83,United States,USA,North America,High income,High_income,High,1,0,,,51867,0.83,0,0.83,3940.120245,2004,7,12,38180,37987,193,2004,7,14,3,40.53430896,-76.23618255
p883,,China,CHN,2004,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.4,0.4,0,0,0,0,0,0,0,0.4,0,22.84533333,0,0,0,824.7,140.705368,0,4.78784132,1529.449951,0.03,0,0.21,0.37,0.03,0,0.21,0.37,101796.6,11.02,0,Single Hazard,3.738859802,3.738859802,0.626,73.7477,10.78944626,6.247721863,4805.650987,0.927,0.259,0.577,0.6,0,0.6,0.577,0.07,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,4935,0.07,0,0.07,4377.466925,2004,5,8,38115,37987,128,2004,5,8,1,23.33519983,113.4152731
p884,"Slide (land, mud, snow, rock)",United States,USA,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.04,0.04,0,0,0,0.04,0,0,0,0,0,0,-5.997777778,0,0,112.24,991.1216431,0,0.460169315,96.43151093,0.2,0,0.02,0.02,0.2,0,0.02,0.02,0,0,1,Multi-hazard,5.423329447,5.423329447,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0.65,0,0.604,0.76,United States,USA,North America,High income,High_income,High,1,0,,,47315,0.76,0.76,0,124.3498085,2005,1,7,38359,38353,6,2005,1,11,5,37.30822941,-101.4509068
p885,Cold wave,United States,USA,2005,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0.01,0,0,-14.58922222,0,0,142.58,290.3550415,0,1.089159131,610.6712646,0.06,0,0.05,0.15,0.06,0,0.05,0.15,103710.4,17.22,1,Multi-hazard,5.666367262,5.666367262,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0.65,0,0.604,0.75,United States,USA,North America,High income,High_income,High,1,0,,,46788,0.75,0.75,0,132.3024125,2005,1,22,38374,38353,21,2005,1,24,3,41.87476115,-80.40740024
p886,,Australia,AUS,2005,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.27,0.27,0,0,0,0,0,0,0.27,0,0,26.66677778,0,0,0,17.94,432.4387207,0.00000154,2.178997993,181.2225342,0.09,0.02,0.1,0.04,0.09,0.02,0.1,0.04,102082.73,14.33,0,Single Hazard,4.553664611,4.553664611,0.911,81.1126,21.54381455,11.54751968,41039.08996,0.967,0.135,0.592,0.63,0,0.63,0.592,0.62,Australia,AUS,East Asia & Pacific,High income,High_income,High,1,0,,,38596,0.62,0,0.62,3991.48426,2005,1,21,38373,38353,20,2005,1,21,1,-33.43147194,148.426953
p887,"Slide (land, mud, snow, rock)",Venezuela,VEN,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,25.90477778,0,0,0,163.64,373.6134338,0.0000446,4.635334969,368.9534607,0.08,0.56,0.2,0.09,0.08,0.56,0.2,0.09,0,0,1,Multi-hazard,4.821271094,4.821271094,0.721,72.7825,12.58308721,7.376008004,16817.616,0.99,0.489,0.658,0.75,0.75,0,0.658,0.2,"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,12482,0.2,0.2,0,14280.70795,2005,2,7,38390,38353,37,2005,2,14,8,10.0682053,-68.71777484
p888,"Slide (land, mud, snow, rock)",Pakistan,PAK,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.13,0.13,0,0,0,0.13,0,0,0,0,0,4.056888889,0,0,0,394.19,1321.850952,0.0000261,5.538434982,65.3359375,0.27,0.33,0.24,0.02,0.27,0.33,0.24,0.02,0,0,1,Multi-hazard,4.599424529,4.599424529,0.484,62.4657,6.093520164,4.533462403,3631.120554,0.695,0.633,0.475,0.41,0.41,0,0.475,0.05,Pakistan,PAK,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,Blend,,3134,0.05,0.05,0,1955.617628,2005,2,9,38392,38353,39,2005,2,16,8,31.60632022,69.65858692
p889,"Slide (land, mud, snow, rock)",Colombia,COL,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.17,0.17,0,0,0,0.17,0,0,0,0,0,20.31177778,0,0,0,511.01,1791.437256,0.0000191,10.84885979,989.5021973,0.36,0.24,0.48,0.24,0.36,0.24,0.48,0.24,0,0,1,Multi-hazard,4.122314198,4.122314198,0.696,73.0814,12.69102955,7.284200191,9810.986659,0.99,0.488,0.663,0.76,0.76,0,0.663,0.18,Colombia,COL,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,11196,0.18,0.18,0,6279.665329,2005,2,11,38394,38353,41,2005,2,26,16,5.635599175,-73.49709674
p890,,India,IND,2005,landslide,Avalanche,landslide,0,0,0,0,0,0,1,0,0,0,0.38,0.38,0,0,0,0,0.38,0,0,0,0,0,-11.00188889,0,0,303.79,4300.703125,0.00000152,22.80680466,134.6215668,0.87,0.02,1,0.03,0.87,0.02,1,0.03,0,0,0,Single Hazard,4.821271094,4.821271094,0.534,64.9955,9.650395393,4.529458673,3222.757097,0.787,0.618,0.522,0.5,0,0.5,0.522,0.05,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,3492,0.05,0,0.05,642.7149986,2005,2,15,38398,38353,45,2005,2,21,7,33.75942968,76.61263777
p891,,Iran,IRN,2005,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,7.572888889,0,0,0,14.01,1675.31665,0.0000058,2.965410233,214.4918976,0.34,0.07,0.13,0.05,0.34,0.07,0.13,0.05,0,0,0,Single Hazard,5.0253878,5.0253878,0.717,71.8384,11.53783035,9.559744316,11981.71511,0.868,0.513,0.651,0.74,0,0.74,0.651,0.2,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,12906,0.2,0,0.2,545.8378222,2005,2,22,38405,38353,52,2005,2,22,1,33.05812716,52.09248447
p892,"Slide (land, mud, snow, rock)",United States,USA,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,31.77,569.6391602,0.000072,4.174598694,2440.030273,0.12,0.91,0.18,0.59,0.12,0.91,0.18,0.59,0,0,1,Multi-hazard,5.520239788,5.520239788,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0.65,0,0.604,0.87,United States,USA,North America,High income,High_income,High,1,0,,,54319,0.87,0.87,0,1503.765126,2005,2,17,38400,38353,47,2005,2,23,7,34.32090698,-118.2275975
p893,Cold wave,China,CHN,2005,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.309888889,0,0,0,125.66,1882.657227,0.0000412,12.24317837,202.5095825,0.38,0.52,0.54,0.05,0.38,0.52,0.54,0.05,104230.64,7.34,1,Multi-hazard,5.59942016,5.59942016,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.05,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,3187,0.05,0.05,0,2114.669708,2005,3,3,38414,38353,61,2005,3,12,10,24.97571744,101.4898344
p894,"Slide (land, mud, snow, rock)",Japan,JPN,2005,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,0,0,0,0,7,0,0,0,0,401.96,116.4720764,0.0000143,2.875552893,1210.051147,0.02,0.18,0.13,0.29,0.02,0.18,0.13,0.29,0,0,1,Multi-hazard,5.724359443,5.724359443,0.889,82.012,14.52005555,12.30749965,40079.83225,0.961,0.142,0.729,0.88,0.88,0,0.729,0.44,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,27750,0.44,0.44,0,172.0654327,2005,3,20,38431,38353,78,2005,3,20,1,33.49880288,130.2673625
p895,,South Africa,ZAF,2005,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,5,24.03777778,0,0,0,14.54,1326.474487,0,0.686083078,308.4680481,0.27,0,0.03,0.07,0.27,0,0.03,0.07,0,0,0,Single Hazard,4.423327809,4.423327809,0.632,53.9797,13.26290104,8.899390221,12299.16465,0.936,0.454,0.565,0.58,0,0.58,0.565,0.19,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,12326,0.19,0,0.19,4550.335434,2005,3,9,38420,38353,67,2005,3,9,1,-26.26786088,25.51992603
p896,,New Zealand,NZL,2005,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.09,0.09,0,0,0,0,0,0,0,0.09,0,0,0,0,0,478.59,460.7115479,0.0000435,7.960241318,108.5859375,0.09,0.55,0.35,0.03,0.09,0.55,0.35,0.03,102901.14,20.27,0,Single Hazard,4.122314198,4.122314198,0.912,80.0572,17.97204085,13.27061615,32136.46882,0.976,0.172,0.708,0.84,0,0.84,0.708,0.51,New Zealand,NZL,East Asia & Pacific,High income,High_income,High,1,0,,,32087,0.51,0,0.51,1059.865228,2005,3,10,38421,38353,68,2005,3,10,1,-42.79701666,170.8720664
p897,Hail,China,CHN,2005,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0,0,0,0,0,0,0.2,0,0,19.91111111,0,0,0,159.16,395.0421753,0.00000271,3.103206396,295.4947815,0.08,0.03,0.14,0.07,0.08,0.03,0.14,0.07,103187.52,12.52,1,Multi-hazard,4.350577492,4.350577492,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.12,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,7899,0.12,0.12,0,2358.308577,2005,4,8,38450,38353,97,2005,4,8,1,30.3374441,105.2921945
p898,,United States,USA,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.13,0.13,0,0,0,0.13,0,0,0,0,0,8.518222222,0,0,0,412.46,344.5586853,0,3.990368128,636.1206665,0.07,0,0.17,0.15,0.07,0,0.17,0.15,0,0,0,Single Hazard,4.599424529,4.599424529,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0,0.65,0.604,0.92,United States,USA,North America,High income,High_income,High,1,0,,,56942,0.92,0,0.92,554.5133902,2005,4,1,38443,38353,90,2005,4,6,6,42.36017344,-74.337509
p899,Flood,United States,USA,2005,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.31,0.31,0,0,0,0,0,0,0,0.31,0,20.61466667,0,0,0,167.48,103.4245071,0,0.905487418,348.2296448,0.02,0,0.04,0.08,0.02,0,0.04,0.08,102262.65,13.45,1,Multi-hazard,5.666367262,5.666367262,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0.65,0,0.604,0.61,United States,USA,North America,High income,High_income,High,1,0,,,38236,0.61,0.61,0,3446.369402,2005,4,6,38448,38353,95,2005,4,8,3,32.26438848,-89.94794848
p900,,Ethiopia,ETH,2005,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.11,0.11,0,0,0,0.11,0,0,0,0,0,26.07033333,0,0,0,334.74,1172.250366,0,2.716164827,57.16562653,0.24,0,0.12,0.01,0.24,0,0.12,0.01,0,0,0,Single Hazard,3.201397124,3.201397124,0.346,54.0085,6.612790108,1.810435402,863.3035094,0.767,0.639,0.345,0.17,0,0.17,0.345,0.01,Ethiopia,ETH,Sub-Saharan Africa,Low income,Low_income,Low,0,1,IDA,HIPC,722,0.01,0,0.01,7387.969145,2005,5,20,38492,38353,139,2005,5,22,3,8.262615927,42.66878557
p901,Rain,Bulgaria,BGR,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.07,0.07,0,0,0,0.07,0,0,0,0,0,18.96033333,0,0,0,221.48,420.8076477,0.0000226,4.546498775,350.0288086,0.09,0.28,0.2,0.08,0.09,0.28,0.2,0.08,0,0,1,Multi-hazard,4.122314198,4.122314198,0.762,72.5924,13.50434017,10.34050999,15148.39757,0.978,0.248,0.655,0.75,0.75,0,0.655,0.17,Bulgaria,BGR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,11025,0.17,0.17,0,3039.340668,2005,5,26,38498,38353,145,2005,6,13,19,42.90766256,24.67197282
p902,"Slide (land, mud, snow, rock)",Russia,RUS,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.07,0.07,0,0,0,0.07,0,0,0,0,0,13.54044444,0,0,0,205.01,702.0882568,0.00000871,6.156004429,116.3102417,0.14,0.11,0.27,0.03,0.14,0.11,0.27,0.03,0,0,1,Multi-hazard,4.447979312,4.447979312,0.764,66.0746,13.7517004,12.26681483,19541.54932,1.05,0.364,0.679,0.79,0.79,0,0.679,0.13,Russian Federation,RUS,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,8221,0.13,0.13,0,3087.779256,2005,5,9,38481,38353,128,2005,5,10,2,43.44967955,45.24938077
p903,Rain,United States,USA,2005,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,9.314,0,0,0,92.96,2147.610352,0.00000521,13.02026653,26.03968811,0.44,0.07,0.57,0.01,0.44,0.07,0.57,0.01,0,0,1,Multi-hazard,3.849050691,3.849050691,0.9,77.5573,15.76187038,12.8275404,54305.12642,0.987,0.256,0.604,0.65,0.65,0,0.604,0.67,United States,USA,North America,High income,High_income,High,1,0,,,41499,0.67,0.67,0,1638.236431,2005,5,6,38478,38353,125,2005,5,8,3,44.38744871,-114.6575867
p904,"Slide (land, mud, snow, rock)",New Zealand,NZL,2005,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.22,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0,689.08,334.888092,0.0000713,5.110923767,295.661377,0.07,0.9,0.22,0.07,0.07,0.9,0.22,0.07,0,0,1,Multi-hazard,4.979630309,4.979630309,0.912,80.0572,17.97204085,13.27061615,32136.46882,0.976,0.172,0.708,0.84,0.84,0,0.708,0.51,New Zealand,NZL,East Asia & Pacific,High income,High_income,High,1,0,,,32087,0.51,0.51,0,1893.442724,2005,5,18,38490,38353,137,2005,5,21,4,-38.31522709,176.8582987
p905,Hail,Thailand,THA,2005,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.15933333,0,0,0,118.05,502.035614,0.0000243,6.688611984,270.5769043,0.1,0.31,0.29,0.07,0.1,0.31,0.29,0.07,101307.19,7.3,1,Multi-hazard,2.5132176,2.5132176,0.706,73.8202,12.71640015,7.08158493,11752.65579,0.976,0.394,0.66,0.76,0.76,0,0.66,0.07,Thailand,THA,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,4601,0.07,0.07,0,5383.912929,2005,5,21,38493,38353,140,2005,5,21,1,18.58531207,100.1740985
p906,,China,CHN,2005,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,20.11477778,0,0,0,318.3,181.6340179,0,0.5709638,281.8614502,0.04,0,0.03,0.07,0.04,0,0.03,0.07,0,0,0,Single Hazard,4.775508506,4.775508506,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0,0.61,0.584,0.08,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,5105,0.08,0,0.08,2703.162407,2005,6,10,38513,38353,160,2005,6,12,3,44.57022889,125.1950074
p907,Hail,China,CHN,2005,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.27,0.27,0,0,0,0,0,0,0,0.27,0,19.74588889,0,0,0,141.3,458.7449036,0,5.666868687,965.9514771,0.09,0,0.25,0.23,0.09,0,0.25,0.23,101390.77,12.68,1,Multi-hazard,3.900476371,3.900476371,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.13,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,8056,0.13,0.13,0,3045.12438,2005,5,31,38503,38353,150,2005,5,31,1,40.18379278,116.4105636
p908,,Algeria,DZA,2005,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,28.14833333,0,0,0,32.87,968.1593018,0,2.182321787,37.92013931,0.2,0,0.1,0.01,0.2,0,0.1,0.01,0,0,0,Single Hazard,3.982994455,3.982994455,0.685,72.0612,12.26202011,7.044786056,10049.69754,0.81,0.551,0.648,0.73,0,0.73,0.648,0.21,Algeria,DZA,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,13590,0.21,0,0.21,3770.257275,2005,6,18,38521,38353,168,2005,6,20,3,23.92797296,10.01873938
p909,"Slide (land, mud, snow, rock)",China,CHN,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0,0,14.16655556,0,0,0,165.57,2674.229004,0.0000063,20.10417747,169.1102448,0.54,0.08,0.88,0.04,0.54,0.08,0.88,0.04,0,0,1,Multi-hazard,5.905488259,5.905488259,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.12,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,7932,0.12,0.12,0,7322.902385,2005,6,28,38531,38353,178,2005,7,10,13,30.61575411,102.7099641
p910,,India,IND,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.59,0.59,0,0,0,0.59,0,0,0,0,0,27.49266667,0,0,0,1823.76,38.06150055,0,0.28536284,429.0526428,0.01,0,0.01,0.1,0.01,0,0.01,0.1,0,0,0,Single Hazard,6.484027216,6.484027216,0.534,64.9955,9.650395393,4.529458673,3222.757097,0.787,0.618,0.522,0.5,0,0.5,0.522,0.07,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,4943,0.07,0,0.07,3222.250561,2005,6,28,38531,38353,178,2005,7,15,18,21.97236314,72.38661269
p911,"Slide (land, mud, snow, rock)",Bulgaria,BGR,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.12,0.12,0,0,0,0.12,0,0,0,0,0,20.50077778,0,0,0,367.76,282.360199,0.0000234,3.402966499,288.1222839,0.06,0.29,0.15,0.07,0.06,0.29,0.15,0.07,0,0,1,Multi-hazard,5.514996425,5.514996425,0.762,72.5924,13.50434017,10.34050999,15148.39757,0.978,0.248,0.655,0.75,0.75,0,0.655,0.17,Bulgaria,BGR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,11060,0.17,0.17,0,3462.27461,2005,7,2,38535,38353,182,2005,7,6,5,43.06631248,25.90734377
p912,"Slide (land, mud, snow, rock)",China,CHN,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.23,0.23,0,0,0,0.23,0,0,0,0,0,25.77955556,0,0,0,708.89,376.6538391,0,7.224811077,251.2536469,0.08,0,0.32,0.06,0.08,0,0.32,0.06,0,0,1,Multi-hazard,6.456753081,6.456753081,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.05,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,3720,0.05,0.05,0,5889.264767,2005,6,19,38522,38353,169,2005,6,30,12,26.2737981,114.6183091
p913,"Slide (land, mud, snow, rock)",Kyrgyzstan,KGZ,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,15.65688889,0,0,0,63.68,1890.87439,0.0000209,9.621994972,231.8757629,0.38,0.26,0.42,0.06,0.38,0.26,0.42,0.06,0,0,1,Multi-hazard,3.547159121,3.547159121,0.644,66.3854,12.56025982,10.63333817,3394.227671,0.968,0.669,0.62,0.68,0.68,0,0.62,0.02,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1744,0.02,0.02,0,4270.548365,2005,6,10,38513,38353,160,2005,6,13,4,40.42134031,72.55747203
p914,,Romania,ROU,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,18.29222222,0,0,0,604.58,308.7672424,0,3.274160147,342.9032898,0.06,0,0.14,0.08,0.06,0,0.14,0.08,0,0,0,Single Hazard,6.025389438,6.025389438,0.756,70.6095,13.66652012,10.22507782,16308.55395,0.974,0.362,0.691,0.81,0,0.81,0.691,0.17,Romania,ROU,Europe & Central Asia,High income,High_income,High,1,0,IBRD,,11129,0.17,0,0.17,3138.386736,2005,7,12,38545,38353,192,2005,7,28,17,45.38537346,26.83389169
p915,"Slide (land, mud, snow, rock)",Tajikistan,TJK,2005,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.10966667,0,0,0,10.5,2120.635498,0.0000297,15.35235119,179.8327789,0.43,0.37,0.67,0.04,0.43,0.37,0.67,0.04,0,0,1,Multi-hazard,4.821271094,4.821271094,0.612,66.5143,10.74958992,10.98564945,2423.795588,0.863,0.341,0.604,0.65,0.65,0,0.604,0.02,Tajikistan,TJK,Europe & Central Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1507,0.02,0.02,0,7373.509865,2005,7,23,38556,38353,203,2005,7,23,1,38.36407173,69.95041743
p916,Hail,China,CHN,2005,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,27.64788889,0,0,0,353.05,106.3635712,0,1.901824713,247.9181976,0.02,0,0.08,0.06,0.02,0,0.08,0.06,100949.53,7.52,1,Multi-hazard,5.295485731,5.295485731,0.638,74.1111,11.09269829,6.327514887,5299.359629,0.933,0.26,0.584,0.61,0.61,0,0.584,0.06,China,CHN,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,4251,0.06,0.06,0,4270.548365,2005,6,13,38516,38353,163,2005,6,14,2,31.03154185,112.6874804
p917,"Slide (land, mud, snow, rock)",India,IND,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,28.163,0,0,0,306.13,416.1701965,0,1.180224299,280.9781189,0.08,0,0.05,0.07,0.08,0,0.05,0.07,0,0,1,Multi-hazard,6.644743572,6.644743572,0.534,64.9955,9.650395393,4.529458673,3222.757097,0.787,0.618,0.522,0.5,0.5,0,0.522,0.04,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2555,0.04,0.04,0,4470.08643,2005,7,24,38557,38353,204,2005,8,5,13,22.74224203,76.80908926
p918,,Nigeria,NGA,2005,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.23,0.23,0,0,0,0.23,0,0,0,0,0,25.86544444,0,0,0,708.59,454.7510986,0,0.896846235,121.2312469,0.09,0,0.04,0.03,0.09,0,0.04,0.03,0,0,0,Single Hazard,2.290034611,2.290034611,0.469,49.297,9.028440475,5.141990089,3631.501451,0.84,0.689,0.46,0.38,0,0.38,0.46,0.04,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,Blend,,2500,0.04,0,0.04,4180.900829,2005,8,7,38571,38353,218,2005,9,16,41,10.83030297,10.45245221
